title,year,description,genre,rating,users_rating,votes,languages,directors,actors,runtime,rating_float,image
Reuni Z,2018,"After 20 years graduated from high school, students of Zenith having a reunion. Zombie outbreak started in the reunion, infected most of the group. The survivors needs to find a way out to escape from zombies that surrounding the school.",Comedy,17+,5.0,67.0,Indonesian,Soleh Solihun,"['Soleh Solihun', 'Tora Sudiro', 'Dinda Kanyadewi', 'Ayushita', 'Cassandra Lee', 'Surya Saputra', 'Verdi Solaiman', 'Gabriella Lasdauskas', 'Beby Tsabina', 'Dian Nitami', 'Anjasmara', 'Ence Bagus', 'Sogi Indra Dhuaja', 'Fanny Fabriana', 'Denny Gitong']",98.0,17.0,
Revan & Reina,2018,"Revan has been friends with Reina since childhood. Now, romance sparks between them. But, Revan knows that Reina is still thinking about another guy, Fabian. After three years, Fabian is back into Reinas life.",Drama,13+,8.4,32.0,Indonesian,Andreas Sullivan,"['Angela Gilsha', 'Bryan Domani', 'Irsyadillah', 'Ajun Perwira', 'Meisya Amira', 'Rani Ramadhany', 'Wilson Tirta', 'Fachri Muhammad', 'Kevin Ardilova', 'Lavicky Nicholas', 'Muhammad Ilham', 'Kevin Bzezovski', 'Bulan Sofya', 'Keke Harun', 'Roweina Umboh']",98.0,13.0,
Rompis,2018,"After graduating from high school, Roman (Arbani Yasiz) continued his studies in the Netherlands and forced to distance himself from Wulan (Adinda Azani). The romance between them starts to change when other girls appear in Roman's life.",Drama,13+,7.9,185.0,Indonesian,Monty Tiwa,"['Arbani Yasiz', 'Adinda Azani', 'Umay Shahab', 'Beby Tsabina', 'Yasmin Karssing', 'Aldy Rialdy', 'Richard Ivander', 'Shenina Cinnamon', 'Rahmet Ababil', 'Adjis Doaibu', 'Gito Gilas', 'Amaranggana', 'Danu Rendra', 'Wouter Oosterwijk', 'Zicarlo van Aalderen']",99.0,13.0,
Sabrina,2018,A toy manufacturer and his wife are terrorized by a demon after their orphaned niece tries to call her late mother's spirit.,Horror,17+,4.2,1397.0,Indonesian,Rocky Soraya,"['Luna Maya', 'Christian Sugiono', 'Sara Wijayanto', 'Jeremy Thomas', 'Rizky Hanggono', 'Richelle Georgette Skornicki', 'Asri Handayani', 'Demian Aditya', 'Sahil Shah', 'Imelda', 'Habibie Alatas', 'Adlu Fahrezi', 'Vidya Ully', 'Felix William Smitts', 'Yasmine Mahya']",113.0,17.0,
Sakral,2018,"Melina (Olla Ramlan) loses one of her twin children. Her surviving child, Flora (Makayla Rose), grows into a moody and mysterious child. When Flora turns five years old, Melina's family got...",Horror,17+,6.8,39.0,Indonesian,Tema Patrosza,"['Olla Ramlan', 'Teuku Zacky Azwar', 'Makayla Rose Hilli', 'Erika Carlina', 'Raquel Katie Larkin', 'Ninok Wiryono', nan, nan, nan, nan, nan, nan, nan, nan, nan]",90.0,17.0,
Serendipity,2018,"Rani's life changed drastically after her father passed away, leaving a big sum of debt. She made the hardest decision in her life to become a lady escort. Arkan, her boyfriend, broke their...",Drama,13+,8.5,65.0,Indonesian,Indra Gunawan,"['Maxime Bouttier', 'Mawar Eva de Jongh', 'Kenny Austin', 'Nadira Octova', 'Naomi Paulinda', 'Gunawan Sudrajat', 'Dian Nitami', 'Marissa Nasution', 'August Melasz', 'Ridwan Kamil', nan, nan, nan, nan, nan]",107.0,13.0,
Sesat: Yang Sudah Pergi Jangan Dipanggil Lagi,2018,"After Amara's father died, Amara went to a wishing well and wish that she can talk to her father one last time. But everything went wrong.",Horror,17+,6.5,52.0,Indonesian,Sammaria Simanjuntak,"['Laura Theux', 'Rebecca Klopper', 'Vonny Cornellya', 'Endy Arfian', 'Arswendi Nasution', 'Jajang C. Noer', 'Valerie Tifanka', 'Willem Bivers', 'Davis Kuen', 'Kiki Narendra', nan, nan, nan, nan, nan]",90.0,17.0,
Sesuai Aplikasi,2018,"Two online motorcycle taxi drivers, Pras and Duras have their own dependents. When the pair of thieves Sakti and Sandra were targeting the diamond belonging to Ci Asiu carried by the dangdut diva Sofiyah.",Comedy,17+,6.6,49.0,Indonesian,Adink Liwutang,"['Valentino Peter', 'Lolox', 'Ernest Prakasa', 'Titi Kamal', 'Dayu Wijanto', 'Meisya Amira', 'Yusril Fahriza', 'Fico Fachriza', 'Kamasean Matthews', 'Taskya Namya', 'Arief Didu', 'Alicia Djohar', 'Babe Cabita', 'Asri Welas', 'Ananta Rispo']",89.0,17.0,
Si Doel the Movie,2018,Doel travels to the Netherlands to reunite with a woman who left him 14 years ago. Doel's new journey is started again.,Drama,13+,7.1,370.0,Indonesian,Rano Karno,"['Rano Karno', 'Maudy Koesnaedi', 'Cornelia Agatha', 'Suti Karno', 'Salman Alfarizi', 'Rey Bong', 'Aminah Cendrakasih', 'Adam Jagwani', 'Mandra', 'Ahmad Zulhoir Mardia', 'Danu Rendra', 'Celeste Reuvekamp', 'Jacintha Reuvekamp', 'Radboud Reuvekamp', 'Reinier Reuvekamp']",85.0,13.0,
Silam,2018,"As a result of mistreatment at home and school, Baskara desperately fled to Uncle Anton's house, his father's twin brother who was married to Aunt Ami and had two twin daughters. But spirits began to terrorize him.",Horror,17+,5.3,33.0,Indonesian,Jose Poernomo,"['Zidane Khalid', 'Surya Saputra', 'Wulan Guritno', 'Nova Eliza', 'Anna Tairas', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",80.0,17.0,
Skull,2018,If we found a 1-mile long humanoid skeleton. Would we like to know more?,Action,17+,6.4,111.0,Indonesian,Yusron Fuadi,"['Eka Nusa Pertiwi', 'Guh S Mana', 'Yusron Fuadi', 'Rukman Rosadi', 'Kedung Darma R.', 'Heru Sambawa', 'Muhammad Abe Baasyin', 'Haydar Salishz', 'Ridho Ilahi', 'Wikan Sakarinto', 'Eddy O.S. Hiariej', 'Febry Artofart', 'Wisnu Yudha', 'Ricardus Aditya', nan]",107.0,17.0,
Something in Between,2018,"Gema, a high school teenager, falls in love with Maya, and tries to make every effort to conquer his heart. However, their love must be tested with the challenge of reaching a dream and also the presence of a third person.",Drama,13+,8.2,92.0,Indonesian,Asep Kusdinar,"['Jefri Nichol', 'Amanda Rawles', 'Naufal Samudra Weichert', 'Junior Liem', 'Febby Rastanty', 'Slamet Rahardjo', 'Surya Saputra', 'Amara', 'Rizky Hanggono', 'Djenar Maesa Ayu', 'Yayu A.W. Unru', 'Dolly Martin', 'Denira Wiraguna', 'Sherly Margareta', 'Teddy Yudhistira']",100.0,13.0,
"Sultan Agung: Tahta, Perjuangan, Cinta",2018,"The story about Sultan Agung of Mataram, how he ascended the throne and had to face VOC in great wars, the events that caused his people's misery.",Action,13+,6.9,140.0,Indonesian,Hanung Bramantyo,"['Ario Bayu', 'Marthino Lio', 'Adinia Wirasti', 'Putri Marino', 'Anindya Putri', 'Christine Hakim', 'Meriam Bellina', 'Deddy Sutomo', 'Lukman Sardi', 'T. Rifnu Wikana', 'Asmara Abigail', 'Rukman Rosadi', 'Kgph Pa Tedjo Wulan', 'Hans de Kraker', 'Herman Bennink']",148.0,13.0,
Suzzanna: Bernapas dalam Kubur,2018,"After a pregnant woman is murdered, her spirit seeks revenge against her increasingly terrified killers, who are determined to finish her off for good.",Comedy,17+,5.6,736.0,Indonesian,Rocky Soraya,"['Luna Maya', 'Herjunot Ali', 'T. Rifnu Wikana', 'Verdi Solaiman', 'Kiki Narendra', 'Alex Abbad', 'Asri Welas', 'Opie Kumis', 'Ence Bagus', 'Norman R. Akyuwen', 'Clift Sangra', nan, nan, nan, nan]",125.0,17.0,
Target,2018,Nine people are forced to play a lethal game in which only one of them can survive after they become trapped in an empty building.,Comedy,13+,4.0,359.0,Indonesian,Raditya Dika,"['Raditya Dika', 'Cinta Laura Kiehl', 'Samuel Rizal', 'Abdur Arsyad', 'Hifdzi Khoir', 'Ria Ricis', 'Anggika Bolsterli', nan, nan, nan, nan, nan, nan, nan, nan]",93.0,13.0,
The Returning,2018,"A grieving widow finds her husband inexplicably returned from accident, but mysterious creature starts appearing in the family after the father comes home.",Horror,13+,6.0,18.0,Indonesian,Witra Asliga,"['Ario Bayu', 'Laura Basuki', 'Tissa Biani Azzahra', 'Muzakki Ramdhan', 'Bryant Santoso', 'Bryan Domani', 'Fahria Yasmin', 'Dayu Wijanto', 'Paul Agusta', 'Peter Taslim', 'Otig Pakis', 'Daniel Irawan', nan, nan, nan]",88.0,13.0,
Tusuk Jelangkung di Lubang Buaya,2018,"Taman Lubang Buaya, famous for its creepiness, has been chosen to be the next vlogging location. Out of the plan, Sisi disappeared after ""calling"" an evil spirit for being famous on social media. Can Sisi finally escape?",Horror,13+,2.4,18.0,Indonesian,Erwin Arnada,"['Nina Kozok', 'Anya Geraldine', 'Rayn Wijaya', 'Ira Rai', 'Slamet Ambari', 'Bima Azriel', nan, nan, nan, nan, nan, nan, nan, nan, nan]",82.0,13.0,
Udah Putusin Aja!,2018,A moslem girl is caught being pregnant.,Drama,13+,7.3,11.0,Indonesian,Rolly Subhandani,"['Rizky Mocil', 'Rana Audi Marissa', 'Billy Davidson', 'Elyzia Mulachela', 'Fita Anggriani Ilham', 'Argo Aa Jimmy', 'Aty Fathiyah', 'Arie K. Untung', 'Stuart Collin', 'Febry Raihan', 'Ada Band', nan, nan, nan, nan]",88.0,13.0,
Wiro Sableng 212,2018,"Indonesia, the 16th century, Wiro Sableng, a disciple from a mysterious Warrior named Sinto Gendeng, got a mission from his Master to take down Mahesa Birawa, her former disciple who betrayed her.",Action,13+,7.2,1327.0,Indonesian,Angga Dwimas Sasongko,"['Vino G. Bastian', 'Yayan Ruhian', 'Fariz Alfarazi', 'Ruth Marini', 'Marsha Timothy', 'Sherina Munaf', 'Marcella Zalianty', 'T. Rifnu Wikana', 'Yusuf Mahardika', 'Aghniny Haque', 'Lukman Sardi', 'Dwi Sasono', 'Happy Salma', 'Marcell Siahaan', 'Restu Triandy']",123.0,13.0,
12:06 Rumah Kucing,2017,"Many strange and frightening events experienced by Randy's (Adi Nugroho) family with Rosa (Masayu Anastasia), since her split warehouse floor at her home just past midnight at 12:06 ...",Horror,13+,3.5,17.0,Indonesian,Chiska Doppert,"['Masayu Anastasia', 'Endy Arfian', 'Christian Loho', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",78.0,13.0,
Baracas: Barisan Anti Cinta Asmara,2017,Bandung is frightened because of the youth who left his family to join Baracas. Baracas is a place where men are disillusioned by women formed by Agus (Ringgo Agus Rahman).,Comedy,13+,6.3,15.0,Indonesian,Pidi Baiq,"['Ajun Perwira', 'Ringgo Agus Rahman', 'Budi Doremi', 'Tika Bravani', 'Stella Cornelia', 'Cut Mini Theo', 'Daan Aria', 'Rully K. Ginting', 'Iang Darmawan', 'Nena Rosier', 'Resti Wulandari', 'Edi Brokoli', 'Fico Fachriza', nan, nan]",92.0,13.0,
Beyond Skyline,2017,A tough-as-nails detective embarks on a relentless pursuit to free his son from a nightmarish alien warship.,Action,R,5.3,17778.0,English,Liam O'Donnell,"['Frank Grillo', 'Bojana Novakovic', 'Jonny Weston', 'Callan Mulvey', 'Antonio Fargas', 'Pamelyn Chee', 'Yayan Ruhian', 'Jacob Vargas', 'Iko Uwais', 'Lindsey Morgan', 'Samantha Jean', 'Betty Gabriel', 'Noel Gugliemi', ""Kevin O'Donnell"", 'Zarah Mahler']",106.0,13.0,
Danur: I Can See Ghosts,2017,This movie follows the story of a girl who befriends with 3 ghosts.,Horror,13+,5.4,623.0,Indonesian,Awi Suryadi,"['Prilly Latuconsina', 'Sandrinna Michelle', 'Shareefa Daanish', 'Asha Kenyeri Bermudez', 'Indra Brotolaras', 'Kinaryosih', 'Ingrid Widjanarko', 'Wesley Andrew', 'Kevin Bzezovski', 'Gamaharitz', 'Emiliano Fernando Cortizo', 'Deny Danu Prasetia', 'Fuad Idris', 'Aline Adita', 'José Rizal Manua']",74.0,13.0,
Dear Nathan,2017,"When Nathan (Jefri Nichol) seriously starts to change for Salma (Amanda Rawles), Nathan's past love comes to ask for Nathan's love back.",Drama,13+,7.0,357.0,Indonesian,Indra Gunawan,"['Amanda Rawles', 'Jefri Nichol', 'Surya Saputra', 'Rayn Wijaya', 'Diandra Agatha', 'Beby Tsabina', 'Chicco Kurniawan', 'Faiz Fadhil', 'Kevin Ardilova', 'Karina Suwandhi', 'Ayu Dyah Pasha', 'Raquel Katie Larkin', 'Karlina Inawati', 'Sri Hartini', 'Johan Sebastian']",99.0,13.0,
Filosofi Kopi 2: Ben & Jody,2017,"Two years after Ben & Jody decided to sell their store and travel around Indonesia to distribute the ""best coffee"", the adventures of Ben & Jody with Kombi Coffee Philosophy hit a dead end.",Adventure,13+,7.3,321.0,Indonesian,Angga Dwimas Sasongko,"['Rio Dewanto', 'Chicco Jerikho', 'Luna Maya', 'Nadine Alexandra', 'Ernest Prakasa', 'Westny Dj', 'Aufa Assagaf', 'Muhammad Aga', 'Melissa Karim', 'Tyo Pakusadewo', 'Otig Pakis', 'Ronny P. Tjandra', 'Dayu Wijanto', 'John Premix', 'Whani Darmawan']",108.0,13.0,
Jailangkung,2017,"The daughter who tries to figure out the mystery behind her father's tragic incident with the help of a puppet ghost, Jailangkung.",Horror,13+,3.7,221.0,Indonesian,Rizal Mantovani,"['Amanda Rawles', 'Jefri Nichol', 'Hannah Al Rashid', 'Gabriella Quinlyn', 'Wulan Guritno', 'Lukman Sardi', 'Augie Fantinus', 'Butet Kertaradjasa', 'Egy Fedly', nan, nan, nan, nan, nan, nan]",86.0,13.0,
Jomblo,2017,"Four best friends have different reasons why they become single. However, problems arise when they desire to have a lover. The formerly beautiful friendship turned into a rivalry and each of them has a conflict with their own partner.",Comedy,17+,6.6,74.0,Indonesian,Hanung Bramantyo,"['Ge Pamungkas', 'Richard Kyle', 'Deva Mahenra', 'Arie Kriting', 'Natasha Rizki', 'Aurélie Moeremans', 'Indah Permatasari', 'Hana Prinantina', 'Deswita Maharani', 'Joe Project P.', 'Adjis Doaibu', 'Naeva Amira J.', 'Naura Bella J.', 'Julie Alexandra', 'Denalta Eunike']",117.0,17.0,
Kartini,2017,"This movie follows the story of the Indonesian heroine named Kartini. In the early 1900s, when Indonesia was still a colony of the Netherlands, women weren't allowed to get higher education. Kartini grew up to fight for equality for women.",Biography,SU,7.7,336.0,Indonesian,Hanung Bramantyo,"['Dian Sastrowardoyo', 'Reza Rahadian', 'Adinia Wirasti', 'Djenar Maesa Ayu', 'Ayushita', 'Rianti Cartwright', 'Hans de Kraker', 'Nova Eliza', 'Christine Hakim', 'Jeroen Lezer', 'Arjan Onderdenwijngaard', 'Rebecca Reijman', 'Dwi Sasono', 'Acha Septriasa', 'Denny Sumargo']",122.0,0.0,
Labuan Hati,2017,"Bia, mother of one daughter, comes to Komodo for solitude. Her suitcase is full of clothes from upscale designers, as well as self development books that actually he had memorized by rote. ...",Drama,17+,7.6,9.0,Indonesian,Lola Amaria,"['Nadine Chandrawinata', 'Kelly Tandiono', 'Ully Triani', 'Ramon Y. Tungka', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,17.0,
Marlina the Murderer in Four Acts,2017,"Marlina lives quietly in Sumba until one day a man named Markus and his gang try to rob her house and she kills him. Eventually, she is haunted by Markus, and her life turns in 180 degrees.",Drama,21+,7.0,2350.0,Indonesian,Mouly Surya,"['Marsha Timothy', 'Egy Fedly', 'Tumpal Tampubolon', 'Yoga Pratama', 'Haydar Salishz', 'Yayu A.W. Unru', 'Norman R. Akyuwen', 'Ruly Lubis', 'Satrya Ghozali', 'Dea Panendra', 'Ayez Kassar', 'Rita Matu Mona', 'Anggun Priambodo', 'Safira Ahmad', 'Aryanto Bitu']",93.0,21.0,
Night Bus,2017,"A group of civilians share a bus ride to Sampar, a town full of natural resources. It is heavily guarded by the state army who is fighting against the rebel militias, who want freedom over their homeland.",Crime,17+,7.1,145.0,Indonesian,Emil Heradi,"['T. Rifnu Wikana', 'Yayu A.W. Unru', 'Edward Akbar', 'Hana Prinantina', 'Laksmi Notokusumo', 'Keinaya Meissi Gusti', 'Rahael Ketsia', 'Arya Saloka', 'Abdurrahman Arif', 'Agus Nur Amal', 'Torro Margens', 'Alex Abbad', 'Tyo Pakusadewo', 'Donny Alamsyah', 'Tino Saroengallo']",139.0,17.0,
One Fine Day,2017,"Alana (Michelle Ziudith), a girl who is never truly happy with her boyfriend, Danu (Maxime Bouttier), meets a boy named Mahesa (Jefri Nichol) in Barcelona. This unexpected meeting of two opposites brings a big change in both their lives.",Drama,13+,6.8,151.0,Indonesian,Asep Kusdinar,"['Michelle Ziudith', 'Jefri Nichol', 'Maxime Bouttier', 'Amanda Rawles', 'Surya Saputra', 'Ibnu Jamil', 'Dimaz Andrean', 'Juan Carlos Ramil', 'Andrea Tivadar', nan, nan, nan, nan, nan, nan]",102.0,13.0,
Rafathar,2017,Two men try to kidnap a rich family's baby boy who has a superpower named Rafathar.,Adventure,13+,1.4,880.0,Indonesian,Bounty Umbara,"['Verdi Solaiman', 'Rafathar Malik Ahmad', 'Raffi Ahmad', 'Ence Bagus', 'Babe Cabita', 'Nur Fazura', 'Agus Kuncoro', 'Fred Neust', 'Nagita Slavina', 'Henky Solaiman', 'Arie K. Untung', nan, nan, nan, nan]",91.0,13.0,
Ruqyah: The Exorcism,2017,This is a true story that happened mid-2012: Mahisa (Evan Sanders) wants to help a movie star named Asha (Celine Evangelista) who feel annoyed by the spirits.,Horror,17+,4.0,65.0,Indonesian,Jose Poernomo,"['Evan Sanders', 'Celine Evangelista', 'Hikmal Abrar Nasution', 'Mega Carefansa', 'Alfie Alfandi', 'Zahra Jasmine', 'Torro Margens', 'Vinnia Kuntadi', 'Ratu Azalia', 'Reza Keling', nan, nan, nan, nan, nan]",89.0,17.0,
Satria Heroes: Revenge of the Darkness,2017,"One year has passed since Satria Garuda Bima-X defeated VUDO and the earth is in peace again. Ray and Rena are rebuilding the Parallel World again. However, new evil forces attack and old enemies rise again to devastate the earth.",Action,13+,3.2,37.0,Indonesian,Kenzô Maihara,"['Abio Abie', 'Adhitya Alkatiri', 'Stella Cornelia', 'Rayhan Febrian', 'Gackt', 'Nino Kuya', 'Christian Loho', 'Faris Fadjar Munggaran', 'Yayan Ruhian', 'Safira Ratu Sofya', 'Fernando Surya', 'Yui Takano', 'Thalia', nan, nan]",92.0,13.0,
Stip & Pensil,2017,Four rich high school students try to proof that they are not as arrogant as people in the school talk about.,Comedy,13+,6.7,111.0,Indonesian,Ardy Octaviand,"['Ernest Prakasa', 'Tatjana Saphira', 'Indah Permatasari', 'Ardit Erwandha', 'Pandji Pragiwaksono', 'Arie Kriting', 'Ghita Bhebhita', 'Iqbal Sinchan', 'Rangga Azof', nan, nan, nan, nan, nan, nan]",98.0,13.0,
Surat Cinta Untuk Starla the Movie,2017,"Hema has an obsession with nature and always makes a love letter for it. One day, he meets Starla who can make him fall in love. For the first time, he realized that there was a more beautiful love letter that is a love letter for Starla.",Drama,13+,7.0,370.0,Indonesian,Rudi Aryanto,"['Jefri Nichol', 'Caitlin Halderman', 'Salshabilla Adriani', 'Ricky Cuaca', 'Ramzi', 'Meriam Bellina', 'Mathias Muchus', 'Dian Nitami', 'Rianti Cartwright', 'Kevin Royano', 'Rizky Hanggono', 'Yayu A.W. Unru', 'Teuku Ryzki', 'Erwin Bagindo', 'Amanda Manoppo']",90.0,13.0,
Surga Yang Tak Dirindukan 2,2017,Sequel to the 2015 film 'Surga Yang Tak Dirindukan'.,Drama,13+,7.1,359.0,Indonesian,Hanung Bramantyo,"['Laudya Cynthia Bella', 'Fedi Nuril', 'Raline Shah', 'Reza Rahadian', 'Sandrinna Michelle', 'Nora Danish', 'Kemal Palevi', 'Tanta Ginting', 'Muhadkly Acho', 'Andi Keefe Bazli Ardiansyah', 'David Chalik', 'Tasya Medina', 'Vitta Mariana Barrazza', 'Noel Kevas', 'Analies Putri']",121.0,13.0,
Sweet 20,2017,"A 70-year old fussy grandma finds out that her family will send her to a nursing home. In her deeply saddens and devastates, she mysteriously regains her physical appearance from the age of 20.",Comedy,13+,7.3,285.0,Indonesian,Ody C. Harahap,"['Tatjana Saphira', 'Niniek L. Karim', 'Morgan Oey', 'Kevin Julio', 'Slamet Rahardjo', 'Lukman Sardi', 'Cut Mini Theo', 'Widyawati', 'Alexa Key', 'Tika Panggabean', 'Nina Kozok', 'McDanny', 'Ardit Erwandha', 'Erick Estrada', 'Randhika Jamil']",110.0,13.0,
The Guys,2017,"Alfi (Raditya Dika) is an employee who works in Mr. Jeremy's (Tarzan) company. He falls in love with his boss' daughter named Amira (Pevita Pearce). Helped by his friends in the office, can Alfi date his boss' daughter or lose his job?",Comedy,13+,6.7,254.0,Indonesian,Raditya Dika,"['Raditya Dika', 'Pevita Pearce', 'Phongsiree Bunluewong', 'Marthino Lio', 'Indra Jegel', 'Tarzan', 'Widyawati', 'Pimchanok Leuwisetpaiboon', 'Caitlin Halderman', 'Deny Danu Prasetia', nan, nan, nan, nan, nan]",115.0,13.0,
"Trinity, The Nekad Traveler",2017,"A career woman from Jakarta named Trinity, who travel to various parts of the world.",Adventure,13+,7.3,61.0,Indonesian,Rizal Mantovani,"['Maudy Ayunda', 'Hamish Daud', 'Anggika Bolsterli', 'Rachel Amanda', 'Babe Cabita', 'Muhammad Farhan', 'Cut Mini Theo', 'Ayu Dewi', 'Tompi', nan, nan, nan, nan, nan, nan]",103.0,13.0,
Valentine,2017,"Man recruits girl under the guise of making a movie, while really trying to turn her into a masked vigilante.",Action,13+,4.7,504.0,Indonesian,Ubay Fox,"['Arie Dagienkz', 'Matthew Settle', 'Ahmad Affandy', 'Sasky Aisyawara', 'Indra Birowo', 'Mega Carefansa', 'Albert Cen', 'Amber Lee Connors', 'Cynthia Cranz', 'Hayden Daviau', 'Marcell Domits', 'R. Bruce Elliott', 'Emily Fajardo', 'Stephen Fu', 'Luis Jocom']",105.0,13.0,
Verses of Love 2,2017,"Fahri, now living in Edinburgh and even becomes a lecturer at University of Edinburgh, but he was forced to live his daily life alone. Together with Uncle Hulusi, his Turkish household assistant, he continued his life without Aisha.",Drama,13+,5.6,533.0,Indonesian,Guntur Soeharjanto,"['Fedi Nuril', 'Dewi Sandra', 'Chelsea Islan', 'Tatjana Saphira', 'Nur Fazura', 'Pandji Pragiwaksono', 'Arie K. Untung', 'Cole Gribble', 'Dewi Irawan', 'Bront Palarae', 'Timo Scheunemann', 'Melayu Nicole', 'Lera Netesa', 'Millane Fernandez', 'Jihane Almira']",125.0,13.0,
Aku Ingin Ibu Pulang,2016,An Indonesian drama following the life of a young marathon runner who just wants his mother to return and make their family whole again.,Drama,SU,8.0,6.0,Indonesian,Monty Tiwa,"['Jefan Nathanio', 'Nirina Zubir', 'T. Rifnu Wikana', 'Ghecca Tavvara', 'Verdi Solaiman', 'Mario Irwinsyah', 'Nova Eliza', 'Deddy Mahendra Desta', 'Acha Sinaga', 'Reza Nangin', 'Andy F. Noya', nan, nan, nan, nan]",101.0,0.0,
Bulan Terbelah di Langit Amerika 2,2016,"When Hanum and Rangga decided to return to Vienna, Hanum's boss gave them a new mission: to find a treasure left behind by a group of Chinese Muslim sailors who had set their sail toward the American continent long before Columbus arrived.",Adventure,13+,4.4,153.0,Indonesian,Rizal Mantovani,"['Acha Septriasa', 'Abimana Aryasatya', 'Nino Fernandez', 'Rianti Cartwright', 'Hannah Al Rashid', 'Ira Wibowo', 'Hailey Franco', 'Boy William', 'Kenny Adianto Putra', 'Adlu Fahrezi', 'Eko Susilo', 'Rudianto Fransiskus', 'Novi Sandra Sari', 'Astro Liecharlie', 'Thomas Johansen']",100.0,13.0,
Cek Toko Sebelah,2016,"Right when everything is going well for Erwin, his father falls sick and asks him to drop everything and help out at the family store disappointing Yohan, his irresponsible older brother.",Comedy,13+,8.0,1472.0,Indonesian,Ernest Prakasa,"['Ernest Prakasa', 'Kin Wah Chew', 'Gisella Anastasia', 'Dion Wiyoko', 'Adinia Wirasti', 'Dodit Mulyanto', 'Tora Sudiro', 'Adjis Doaibu', 'Andi Awwe Wijaya', 'Arafah Rianti', 'Yeyen Lydia', 'Anyun Cadel', 'Hernawan Yoga', 'Ghita Bhebhita', 'Budi Dalton']",104.0,13.0,
Hangout,2016,Nine people who were invited to a mysterious island tried to survive when someone began to murder them one by one.,Comedy,13+,5.9,564.0,Indonesian,Raditya Dika,"['Raditya Dika', 'Soleh Solihun', 'Prilly Latuconsina', 'Gading Marten', 'Titi Kamal', 'Surya Saputra', 'Dinda Kanyadewi', 'Bayu Skak', 'Mathias Muchus', nan, nan, nan, nan, nan, nan]",101.0,13.0,
Iseng,2016,"Inspired by a true story about a young rookie detective paired with an experienced officer, a flirtatious secretary, a prostitute, three thugs, a driver, a restaurant owner, a cook, and a ...",Drama,D,7.0,22.0,Indonesian,Adrian Tang,"['Donny Alamsyah', 'Viola Arsa', 'Ayushita', 'Fauzi Baadila', 'Siti Badriah', 'Manda Cello', 'Fandy Christian', 'Melinda Csm', 'Donny Damara', 'Wulan Guritno', 'Khiva Iskak', 'Micheal Kho', 'Evelinn Kurniadi', 'Nagra Kautsar Pakusadewo', 'Tio Pakusadewo']",100.0,21.0,
Istirahatlah Kata-Kata,2016,"Wiji Thukul, a well-known poet, is designed as a suspect activist. With the police looking for him, Wiji is forced to leave Solo for Borneo, thousands of kilometers away.",Adventure,D,7.3,217.0,Indonesian,Yosep Anggi Noen,"['Gunawan Maryanto', 'Marissa Anita', 'Eduward Manalu', 'Melanie Subono', 'Davi Yunan', 'Franco Christo', 'Kun Hidayat', 'Mugiono', 'Arswendi Nasution', 'Putri Fathiya Hany Nurrohman', 'Edwin Setiadi Raharja', 'Rukman Rosadi', 'Arif Setiawan', 'Sucipto', 'Joned Suryatmoko']",97.0,21.0,
Jagoan Instan,2016,"Bumi then becomes Instant Champ, who has strength and superiority after being injected with the serum. When the serum disappears, Bumi is back into a mediocre man.",Action,SU,5.3,23.0,Indonesian,Fajar Bustomi,"['Kemal Palevi', 'Kevin Julio', 'Anisa Rahma', 'Dede Yusuf', 'Meriam Bellina', 'Alexa Key', 'Jovial Da Lopez', 'Andovi Da Lopez', 'Ki Manteb Soedharsono', 'Daan Aria', 'Faras Fatik', 'Nikita Mirzani', 'Maxx Don', 'Mo Sidik', 'Fico Fachriza']",96.0,0.0,
Midnight Show,2016,A serial killer is about to get on his revenge with the people inside a movie theater during a midnight showing.,Action,D,6.6,53.0,Indonesian,Ginanti Rona Tembang Sari,"['Gandhi Fernando', 'Acha Septriasa', 'Ganindra Bimo', 'Ratu Felisha', 'Boy Harsya', 'Gesata Stella', 'Arthur Tobing', 'Ronny P. Tjandra', 'Daniel Topan', 'Ade Firman Hakim', 'Rangga Djoned', 'Citra Prima', 'Yayu A.W. Unru', 'Neny Anggraeni', 'Rayhand Khan']",100.0,21.0,
Sundul Gan: The Story of Kaskus,2016,"At Seattle, when realizing Andrew Darwis is a man who created Kaskus, Ken Dean, a man with great passion quickly persuade Andrew to come back to Indonesia so they can expand this site ...",Biography,D,8.5,29.0,Indonesian,Naya Anindita,"['Ahmad Affandy', 'Pamela Bowie', 'Andre Bablo Fardanish', 'Albert Halim', 'Dion Wiyoko', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",89.0,21.0,
Super Didi,2016,"In two weeks absence of his wife, a young brilliant architect has to look after his two little girls as a clueless father. In the meantime he got a deadline of the most important project in his career.",Comedy,SU,7.1,19.0,Indonesian,Hadrah Daeng Ratu,"['Vino G. Bastian', 'Karina Nadila', 'Ira Maya Sopha', 'Mathias Muchus', 'Anjanique Renney', 'Aviela Reyna', 'Mike Lucock', 'Verdi Solaiman', 'Zilly Larasati', 'Patty Sandya', 'Joe Project P.', 'Bayu Oktara', 'Sandy Andarusman', 'Bang Tigor', 'Marcella Lumowa']",108.0,0.0,
